Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2,2,2011,55000,0,0,2,11.7,2993,245,5.0,28.0
17,3,2018,25082,0,0,0,28.4,1248,73.75,5.0,8.37
26,4,2012,68350,0,1,0,12.55,2982,168.5,7.0,14.0
1,5,2015,50000,0,0,0,17.68,1968,174.33,5.0,36.0
9,10,2015,97000,0,1,0,27.3,1498,98.6,5.0,6.4
1,3,2015,56238,0,0,0,11.33,4134,335.2,7.0,51.69
16,6,2014,72618,0,1,0,12.05,2179,120,7.0,8.0
4,5,2012,62005,0,1,0,18.3,1991,147.9,5.0,9.8
4,5,2012,61250,0,1,0,25.44,936,57.6,5.0,2.7
1,3,2014,28469,0,0,0,18.25,1968,187.74,5.0,24.37
24,7,2018,21488,1,0,0,14.3,1598,103.52,5.0,9.72
17,10,2014,197000,0,1,0,23.4,1248,74,5.0,5.0
26,10,2009,138205,0,1,2,11.5,2982,171,7.0,10.5
17,6,2012,160000,0,1,2,22.9,1248,74,5.0,3.9
9,3,2012,67590,1,1,0,17.0,1497,118,5.0,5.65
18,9,2012,52000,0,0,0,15.26,2143,203.2,5.0,29.95
17,1,2008,100000,0,1,2,17.8,1248,75,5.0,3.0
8,8,2017,60048,0,1,0,26.1,1498,99,5.0,6.0
10,9,2009,48000,1,1,0,20.36,1197,78.9,5.0,2.11
17,6,2011,100000,1,1,0,19.7,796,46.3,5.0,1.5
17,1,2006,80010,1,1,2,20.4,1197,81.80,5.0,2.85
18,3,2017,26493,0,0,0,19.27,2143,170,5.0,33.64
25,5,2011,96000,0,1,2,17.88,1396,52.8,5.0,0.91
17,6,2014,45700,1,1,2,22.74,796,47.3,5.0,2.42
24,8,2005,13000,1,0,0,9.3,2771,193.1,5.0,3.25
27,8,2013,38000,1,1,0,16.47,1198,73.9,5.0,2.8
17,3,2019,8018,1,0,0,22.0,1197,81.80,5.0,8.3
16,1,2010,144400,0,1,3,12.05,2179,120,8.0,5.25
17,6,2010,152000,0,1,0,17.8,1248,75,5.0,2.9
2,10,2013,71000,0,0,0,18.88,1995,184,5.0,15.0
25,6,2012,80000,1,1,2,25.4,624,37.5,4.0,0.53
26,9,2014,87143,0,1,0,12.99,2494,100,8.0,12.5
9,9,2012,25000,1,1,0,18.4,1198,86.8,5.0,2.75
25,10,2018,2000,1,0,0,23.84,1199,83.83,5.0,5.0
16,7,2014,45239,0,1,0,12.05,2179,120,8.0,7.09
2,5,2011,101999,0,0,0,16.73,1995,218,5.0,19.99
26,9,2014,74219,0,1,0,21.43,1364,87.2,5.0,10.75
9,9,2016,25000,1,0,0,18.0,1497,117.3,5.0,9.45
10,5,2008,109606,0,1,0,22.0,1582,126.2,5.0,2.9
17,8,2015,36000,0,1,0,26.59,1248,74,5.0,4.7
17,3,2016,41810,1,1,0,20.73,1373,91.1,5.0,7.11
8,6,2014,93321,0,1,0,22.7,1498,89.84,5.0,6.25
17,5,2011,81000,1,1,0,20.92,998,67.1,5.0,2.2
9,7,2019,25717,1,0,0,19.0,1199,88.76,5.0,8.86
16,4,2015,37000,0,1,0,15.1,2179,140,7.0,9.3
16,3,2017,56380,0,1,0,18.49,1493,100,7.0,7.57
9,2,2017,8000,1,1,0,18.2,1199,88.7,5.0,7.9
17,7,2018,14589,1,1,0,16.1,1298,88.2,5.0,5.65
27,4,2013,65088,1,1,0,16.47,1198,73.9,5.0,3.25
10,3,2019,24864,0,1,0,20.5,1582,126.2,5.0,16.27
4,3,2011,64831,1,1,0,18.6,1199,79.4,5.0,3.21
9,8,2013,38001,0,1,0,25.8,1498,98.6,5.0,3.9
18,9,2008,77000,1,0,2,10.0,2496,157.7,5.0,6.5
2,5,2016,27000,0,0,0,18.59,2993,265,5.0,48.0
1,9,2016,39000,0,0,0,20.38,1968,143,5.0,18.9
17,10,2015,131000,0,1,0,26.59,1248,74,5.0,3.6
17,8,2015,43000,0,1,0,26.59,1248,74,5.0,5.5
26,10,2011,68000,0,1,2,12.8,2494,102,7.0,7.0
2,1,2016,45165,0,0,0,16.09,1995,184,5.0,41.75
2,5,2007,120000,0,0,0,16.73,1995,218,5.0,10.5
16,3,2014,86091,0,1,0,15.1,2179,140,7.0,10.09
9,4,2009,71499,1,1,0,17.0,1497,118,5.0,3.0
7,2,2014,50000,0,1,0,17.0,2200,139.01,7.0,12.0
27,6,2015,66000,0,1,0,20.14,1498,88,5.0,4.91
9,8,2010,45000,1,1,0,16.0,1198,90,5.0,2.0
26,5,2015,69189,0,1,0,23.59,1364,67.06,5.0,5.3
21,9,2014,40206,0,1,0,19.01,1461,108.5,5.0,7.22
2,7,2017,36723,0,0,0,18.56,1995,190,5.0,32.57
10,9,2010,57500,1,1,0,18.5,1197,80,5.0,2.75
8,5,2011,52000,0,1,0,17.8,1399,68,5.0,3.75
9,7,2014,60952,1,0,0,16.8,1497,118,5.0,5.91
17,2,2013,87192,0,1,0,25.2,1248,74,5.0,4.35
10,4,2014,58000,0,1,0,24.0,1120,70,5.0,3.25
1,10,2017,59500,0,0,0,14.75,2967,245,7.0,68.0
27,9,2016,16650,1,1,0,17.0,1198,74,5.0,5.5
9,7,2018,34696,1,0,0,18.0,1497,117.3,5.0,12.08
17,7,2018,42243,0,1,0,27.39,1248,74,5.0,7.48
10,6,2016,57824,0,1,0,24.0,1120,70,5.0,5.5
17,6,2011,110000,0,1,0,19.3,1248,73.9,5.0,3.5
15,4,2013,72000,0,0,0,0.0,2179,115,5.0,15.5
26,5,2013,63455,0,1,0,11.5,2982,171,7.0,19.0
9,5,2017,17151,0,1,0,27.3,1498,98.6,5.0,8.4
17,10,2016,31001,0,1,0,24.3,1248,88.5,5.0,7.25
17,8,2014,42109,0,1,0,23.4,1248,74,5.0,4.25
24,4,2015,55000,0,0,2,21.66,1498,103.52,5.0,5.7
15,5,2013,46000,0,0,2,0.0,2179,115,5.0,26.0
17,5,2013,30852,1,1,0,22.74,796,47.3,5.0,2.49
27,10,2011,65000,1,1,2,16.47,1198,73.9,5.0,3.0
9,4,2015,65000,0,1,0,26.0,1498,98.6,5.0,5.95
17,4,2013,72000,0,1,0,23.4,1248,74,5.0,2.69
1,1,2014,29000,0,0,0,17.11,1968,174.33,5.0,26.0
9,8,2015,32000,1,1,0,17.8,1497,117.3,5.0,5.5
8,2,2016,29875,1,1,0,18.16,1196,86.8,5.0,4.85
17,7,2018,32539,0,1,0,24.3,1248,88.5,5.0,8.39
23,5,2015,83090,0,1,0,19.01,1461,108.45,5.0,7.99
10,5,2016,62679,0,1,0,21.19,1396,88.73,5.0,6.95
16,9,2010,93000,1,1,0,15.7,1390,75,5.0,1.5
9,9,2006,44000,1,1,0,17.7,1497,78,5.0,1.55
8,1,2010,78400,1,1,2,15.6,1196,70,5.0,2.75
23,9,2014,71300,1,1,0,13.06,1598,102.53,5.0,4.25
10,8,2015,18000,1,1,0,20.36,1197,78.9,5.0,2.85
15,3,2019,24013,0,0,0,12.81,1999,148.31,7.0,56.14
1,0,2009,99100,1,0,2,9.74,1984,208,5.0,10.0
17,9,2003,62000,1,1,2,11.3,1298,83.1,8.0,1.25
17,8,2017,14000,0,1,0,26.59,1248,74,5.0,7.5
1,3,2015,44811,0,0,0,17.11,1968,174.33,5.0,25.81
27,0,2014,44000,1,1,0,16.47,1198,74,5.0,4.3
26,2,2010,136000,0,1,2,11.5,2982,171,7.0,11.0
26,6,2010,144113,0,1,2,11.5,2982,171,7.0,11.75
9,3,2012,94989,1,1,0,12.8,2354,177.6,5.0,6.58
17,2,2012,58133,0,1,0,22.9,1248,74,5.0,4.8
24,10,2008,61000,1,1,2,17.5,1198,70,5.0,1.65
13,8,2017,27000,0,1,0,17.1,1956,170,5.0,15.0
25,0,2014,18050,1,1,2,25.4,624,37.5,4.0,1.0
8,5,2007,145277,1,1,0,15.3,1596,101,5.0,1.65
17,0,2015,42000,0,1,0,27.62,793,47,5.0,3.6
26,4,2011,86000,0,1,0,11.5,2982,171,7.0,11.5
17,0,2015,42150,0,1,0,27.62,793,47,5.0,3.6
10,10,2015,30158,1,1,0,21.1,814,55.2,5.0,3.05
8,1,2011,47000,0,1,2,23.5,1498,90,5.0,6.0
27,0,2013,39000,1,1,0,16.47,1198,74,5.0,3.75
27,3,2016,32125,1,1,0,16.2,1199,74,5.0,6.17
17,3,2017,58829,0,1,0,24.3,1248,88.5,5.0,9.05
9,3,2013,67559,1,1,0,19.4,1198,86.8,5.0,4.05
17,10,2013,55000,1,1,0,17.5,1298,85.8,5.0,4.25
17,8,2018,30000,1,1,0,23.1,998,67.04,5.0,3.75
10,9,2016,28000,1,0,0,13.0,1591,121.3,5.0,11.85
8,7,2016,31826,0,1,0,22.7,1498,89.84,5.0,8.24
9,6,2008,100009,1,1,2,13.1,1997,141.1,5.0,6.5
15,3,2019,17201,0,0,0,12.51,2179,187.7,7.0,58.91
16,4,2014,74345,0,1,0,15.1,2179,140,7.0,8.0
27,7,2015,58134,1,1,0,16.47,1198,74,5.0,4.64
10,7,2010,30566,1,0,0,19.2,1197,80,5.0,3.32
10,2,2012,55231,1,1,2,20.36,1197,78.9,5.0,2.78
4,7,2016,67774,0,0,0,14.81,1998,163.7,5.0,8.95
18,9,2013,50319,1,0,0,12.0,1991,181.03,5.0,21.95
10,0,2013,45000,1,1,0,11.7,2359,134,5.0,7.9
18,8,2007,43627,1,0,0,11.74,1796,186,5.0,29.0
27,8,2013,45000,0,1,0,22.07,1199,73.9,5.0,3.25
9,9,2014,10500,1,1,0,17.4,1497,117.3,5.0,5.9
17,3,2017,21789,0,1,0,24.3,1248,88.5,5.0,9.88
10,3,2019,21134,1,1,0,18.6,1197,81.86,5.0,8.78
25,8,2011,90000,0,1,2,13.93,2179,138.1,7.0,2.75
21,7,2014,51553,0,1,0,21.64,1461,84.8,5.0,5.98
2,4,2011,31000,1,0,0,10.9,2497,215,5.0,31.0
26,4,2011,67422,1,1,2,14.53,1798,138,5.0,3.55
10,7,2015,60519,0,1,0,22.32,1582,126.32,5.0,6.24
17,8,2009,34000,0,1,0,19.3,1248,73.9,5.0,2.19
17,5,2013,68434,0,1,0,28.4,1248,73.75,5.0,5.5
17,10,2014,17000,1,1,0,24.07,998,67.1,5.0,2.1
12,3,2011,43686,1,0,0,10.5,5000,503,4.0,50.66
18,8,2012,22000,0,0,0,14.84,2143,170,5.0,14.0
10,9,2013,79225,0,1,0,22.0,1582,126.2,5.0,5.5
4,10,2007,63000,1,1,3,14.2,1598,102,5.0,1.2
17,5,2014,61922,1,1,0,20.4,1197,81.80,5.0,5.3
10,2,2015,85000,0,1,0,23.9,1582,126.2,5.0,6.3
18,7,2017,26192,0,0,0,17.9,2143,168,5.0,40.47
26,4,2013,65000,0,1,0,13.0,2982,168.5,7.0,16.1
1,4,2014,44999,0,0,0,12.8,1968,167.6,5.0,25.0
2,9,2008,81308,0,0,2,13.2,1995,170,5.0,7.95
17,4,2016,35000,1,1,0,24.7,796,47.3,5.0,2.65
17,3,2012,65349,1,1,0,20.92,998,67.1,5.0,2.81
1,5,2012,80000,1,0,0,15.64,1798,167.62,5.0,17.5
17,9,2012,61000,1,1,0,16.1,1197,85,5.0,3.3
17,7,2019,31817,1,1,0,22.5,998,67.04,5.0,5.34
24,5,2016,41000,0,1,0,21.14,1498,103.52,5.0,8.5
9,7,2010,82606,1,1,2,16.0,1198,90,5.0,2.69
16,0,2015,52000,0,1,0,16.0,2179,140,7.0,11.5
17,3,2011,50318,1,1,0,18.5,1197,85.80,5.0,4.06
18,5,2016,50000,0,0,0,17.9,2143,201.15,5.0,49.0
24,1,2012,72000,0,1,0,20.5,1598,103.5,5.0,4.6
10,4,2015,63776,0,1,0,24.0,1120,70,5.0,3.96
10,9,2015,28133,1,1,0,18.6,1197,81.86,5.0,5.6
25,8,2017,45000,0,1,0,22.95,1248,74,5.0,3.75
10,6,2015,55697,0,1,0,22.54,1396,88.73,5.0,5.5
24,4,2012,62000,0,1,2,20.5,1598,103.5,5.0,3.0
6,9,2011,48000,1,1,0,16.0,1368,90,5.0,3.0
17,10,2010,90246,1,1,0,16.1,1298,88.2,5.0,2.95
25,5,2015,80500,0,1,0,25.0,1396,69,5.0,2.45
18,10,2012,119000,0,0,0,14.84,2143,170,5.0,13.99
18,1,2016,28541,0,0,0,11.57,2987,254.79,5.0,60.75
9,2,2012,41000,1,1,2,16.8,1497,116.3,5.0,4.5
10,9,2010,58000,1,1,2,18.5,1197,80,5.0,2.5
26,2,2015,99000,0,1,0,13.0,2982,168.5,7.0,20.5
10,4,2014,31200,1,1,0,18.9,1197,82,5.0,3.9
27,2,2009,85000,0,1,2,15.0,1896,105,5.0,3.5
8,5,2016,60924,1,0,0,15.63,1499,110.4,5.0,8.3
10,2,2012,45000,1,1,0,21.1,814,55.2,5.0,2.5
21,8,2011,44000,1,0,0,19.15,1198,75.94,5.0,2.65
9,7,2016,30534,1,0,0,19.0,1199,88.7,5.0,7.42
27,7,2016,46399,1,1,0,16.47,1198,74,5.0,4.63
17,8,2008,42000,1,1,0,19.7,796,46.3,5.0,1.09
10,4,2011,67000,0,1,0,22.32,1582,126.32,5.0,3.8
18,9,2013,58000,0,0,0,10.0,2148,170,5.0,15.75
25,3,2015,27000,1,1,0,17.57,1193,88.7,5.0,5.27
9,9,2012,39566,1,1,2,18.4,1198,86.8,5.0,2.75
9,2,2016,14980,0,1,0,27.3,1498,98.6,5.0,7.4
17,6,2017,18491,1,0,0,24.07,998,67.1,5.0,3.9
17,6,2000,90000,1,1,2,17.3,993,60,5.0,0.7
10,10,2015,118211,0,1,0,22.54,1396,88.73,5.0,5.9
17,3,2016,63316,0,1,0,22.7,1598,118,5.0,9.58
18,4,2014,42000,0,0,0,14.21,2143,203,5.0,24.95
4,7,2015,25648,1,1,0,13.7,1399,98.82,7.0,4.29
18,4,2011,67612,0,0,2,14.21,2143,203,5.0,11.5
16,9,2016,33000,0,1,0,16.0,2179,140,7.0,9.65
10,9,2015,20000,1,1,0,20.36,1197,78.9,5.0,3.75
10,10,2007,143000,1,1,2,14.2,1341,82.9,5.0,1.1
1,3,2014,118218,0,0,0,12.07,2967,241.4,7.0,31.41
16,10,2012,99000,0,1,3,12.05,2179,120,8.0,6.0
9,10,2016,22700,1,1,0,18.7,1199,88.7,5.0,5.55
25,6,2017,28000,0,1,0,14.0,2179,138.1,7.0,10.91
16,8,2014,62000,0,1,0,15.1,2179,140,7.0,7.25
27,5,2012,107023,0,1,0,22.07,1199,73.9,5.0,3.9
17,4,2012,71082,0,1,0,19.3,1248,73.9,5.0,3.95
1,9,2013,60000,0,0,0,15.73,1968,174.33,5.0,22.0
17,4,2014,21701,1,1,0,23.1,998,67.04,5.0,3.38
9,9,2011,56000,1,1,0,16.8,1497,116.3,5.0,3.45
10,4,2016,32450,1,1,0,18.6,1197,81.83,5.0,5.75
23,6,2016,12500,1,1,0,25.17,799,53.3,5.0,2.75
18,7,2019,20483,0,0,0,17.9,2143,136,5.0,30.3
8,5,2014,45800,0,1,0,22.7,1498,89.84,5.0,7.5
10,3,2015,35441,1,1,0,18.6,1197,81.83,5.0,6.87
26,1,2015,86398,0,1,0,12.99,2494,100.6,7.0,15.2
21,2,2012,150000,0,1,0,21.64,1461,84.8,5.0,3.5
17,5,2014,89000,0,1,0,25.2,1248,74,5.0,5.85
17,5,2010,68375,1,1,0,19.0,998,66.1,5.0,2.5
17,10,2013,52000,1,1,0,18.6,1197,85.8,5.0,3.95
18,6,2017,39000,0,0,0,17.9,2143,136,5.0,27.0
17,1,2014,68000,1,1,2,16.02,1373,93.7,7.0,6.75
17,6,2007,71000,1,1,2,18.9,998,67.1,5.0,1.5
27,5,2012,72003,0,1,0,22.07,1199,73.9,5.0,3.9
8,5,2014,135670,0,1,0,22.7,1498,89.84,5.0,6.55
9,7,2017,65850,0,1,0,25.1,1498,98.6,5.0,9.44
26,3,2015,53920,1,1,0,14.28,1798,138.03,5.0,10.77
16,0,2014,58000,0,1,0,15.1,2179,140,7.0,7.5
17,8,2016,4000,1,1,0,24.7,796,47.3,5.0,3.0
2,2,2010,58000,0,0,0,18.59,2993,265,5.0,11.75
10,7,2016,29832,1,1,0,21.1,814,55.2,5.0,3.29
17,2,2016,71156,0,1,0,26.59,1248,74,5.0,6.5
1,5,2011,54000,0,0,0,16.55,1968,147.51,5.0,18.0
24,1,2009,75000,1,0,2,13.7,1798,157.75,5.0,4.95
25,7,2015,39208,1,1,0,17.57,1193,88.7,5.0,4.52
7,8,2014,41000,0,1,0,17.0,2149,139.07,7.0,8.0
9,3,2013,38622,1,1,0,17.4,1497,117.3,5.0,6.26
21,2,2016,18000,1,1,0,16.95,1498,97.7,5.0,7.5
27,9,2011,45000,1,0,0,14.4,1598,103.6,5.0,3.35
10,9,2014,48656,1,0,0,15.74,1591,121.3,5.0,5.5
10,1,2012,79000,0,0,0,22.0,1582,126.2,5.0,5.25
1,1,2012,88000,0,0,0,16.55,1968,140,5.0,16.25
17,4,2009,92000,1,1,0,15.5,1586,103.3,5.0,2.7
8,2,2019,9000,0,0,0,12.62,2198,158,7.0,32.9
17,3,2008,50121,1,1,0,20.4,1197,83.11,5.0,3.41
10,5,2014,79000,0,1,0,24.0,1120,70,5.0,4.15
27,5,2014,46000,0,1,2,20.14,1498,88.8,5.0,5.9
18,10,2012,100000,1,0,0,10.0,2496,157.7,5.0,11.5
10,8,2015,41000,1,1,0,18.6,1197,81.83,5.0,4.75
17,2,2015,25000,1,0,0,24.07,998,67.1,5.0,3.5
17,10,2014,71899,0,1,0,20.77,1248,88.76,7.0,7.25
17,9,2016,7100,1,0,0,23.1,998,67.04,5.0,4.35
23,3,2018,38171,1,0,2,22.5,999,67,5.0,4.99
16,1,2013,70359,0,1,0,12.05,2179,120,8.0,7.65
26,2,2011,200000,0,1,0,12.8,2494,102,7.0,9.0
27,2,2017,26969,0,1,0,22.07,1199,73.9,5.0,6.9
8,2,2011,56500,0,1,0,20.0,1399,68,5.0,2.9
21,8,2014,40000,0,1,0,20.45,1461,83.8,5.0,5.75
7,8,2014,41000,0,1,0,17.0,2200,139.01,7.0,8.0
23,7,2017,53105,1,0,0,22.5,999,67,5.0,4.41
24,9,2013,23000,0,1,0,21.14,1498,103.52,5.0,4.95
16,5,2016,80999,0,0,0,16.0,2179,140,7.0,14.4
8,2,2012,82000,0,1,0,20.0,1399,68.05,5.0,2.95
16,3,2017,68557,0,1,0,15.96,2523,62.1,7.0,8.14
27,5,2016,34000,0,1,0,20.64,1498,108.5,5.0,8.45
26,10,2015,77000,0,1,0,12.99,2494,100,8.0,12.5
16,9,2012,48000,0,1,0,15.1,2179,140,7.0,6.5
8,3,2015,28232,1,1,2,15.8,1499,110,5.0,7.72
27,2,2011,110000,0,0,0,16.96,1968,138.1,5.0,8.0
25,2,2009,120000,0,1,2,13.93,2179,138,7.0,3.0
2,9,2013,49000,0,0,0,8.2,2993,245,4.0,29.0
27,8,2014,22000,1,1,0,16.47,1198,74,5.0,4.11
10,3,2015,14925,1,1,0,18.5,1197,82.9,5.0,5.37
17,9,2013,75000,0,1,0,20.77,1248,88.8,7.0,6.55
9,2,2015,23000,1,1,0,17.4,1497,117.3,5.0,7.0
9,9,2014,57000,1,1,0,17.0,1497,118,5.0,5.48
27,7,2013,76718,0,0,0,16.96,1968,138.03,5.0,6.51
9,10,2016,138000,0,1,0,25.8,1498,98.6,5.0,5.15
16,5,2013,140000,0,1,2,15.1,2179,140,7.0,9.0
26,9,2008,110000,1,0,2,14.53,1798,138.1,5.0,2.75
2,1,2012,73000,0,0,0,22.69,1995,190,5.0,12.5
8,7,2017,63423,0,1,0,23.0,1498,98.96,5.0,7.69
10,7,2013,62132,1,1,0,18.5,1197,82.85,5.0,4.57
9,9,2013,51000,1,0,0,16.8,1497,118,5.0,4.5
17,5,2015,75000,0,1,0,23.2,1248,73.94,5.0,4.9
10,8,2008,55410,1,1,0,19.81,1086,68.05,5.0,1.65
4,9,2015,41000,1,1,0,18.2,1199,82.4,5.0,3.25
10,2,2012,45000,0,1,0,22.32,1582,126.32,5.0,6.25
10,7,2018,53322,1,1,0,15.8,1591,121.3,5.0,12.13
4,6,2013,48000,1,1,0,18.2,1199,82.4,5.0,3.25
1,5,2013,72000,0,0,0,14.16,1968,174.3,5.0,29.0
9,7,2013,50266,1,1,0,17.0,1497,118,5.0,5.53
8,5,2017,21800,1,1,0,17.0,1497,121.36,5.0,8.75
1,1,2014,45000,0,0,2,12.07,2967,241.4,7.0,37.9
10,4,2010,62000,1,1,0,20.36,1197,78.9,5.0,2.4
10,2,2014,41681,1,1,0,17.0,1197,80,5.0,4.55
17,4,2011,69313,1,1,2,17.5,1197,85.8,5.0,2.65
25,10,2017,49000,0,1,2,25.0,1396,69,5.0,1.6
2,3,2012,40471,0,0,2,16.2,2993,235,5.0,25.72
17,0,2013,60000,0,1,0,22.9,1248,74,5.0,4.15
8,6,2018,1001,1,1,0,19.0,1194,94.68,5.0,7.23
10,1,2008,38000,1,1,2,13.9,1599,103.2,5.0,2.6
2,9,2008,66000,0,0,2,16.07,1995,181,5.0,7.25
26,7,2017,33901,0,1,0,12.8,2494,102,8.0,14.29
18,5,2011,57000,0,0,2,14.94,2143,204,5.0,17.25
10,10,2013,170000,0,1,0,22.54,1582,126.2,5.0,7.5
17,5,2014,60000,0,1,0,23.2,1248,73.94,5.0,4.35
17,10,2016,85000,0,1,0,24.3,1248,88.5,5.0,8.9
10,8,2016,146000,1,1,2,19.1,1197,82,5.0,3.5
9,8,2014,56002,0,1,0,26.0,1498,98.6,5.0,6.1
23,9,2016,8554,1,1,0,25.17,799,53.3,5.0,3.2
26,6,2014,62322,0,1,0,23.59,1364,67.06,5.0,4.9
17,7,2015,37929,1,1,0,24.07,998,67.1,5.0,3.69
25,2,2016,5400,1,1,0,23.84,1199,84,5.0,3.98
10,8,2013,60000,0,1,0,21.9,1396,90,5.0,2.95
1,7,2014,55730,0,0,0,16.55,1968,147.51,5.0,15.21
17,5,2015,62000,0,1,0,28.4,1248,74,5.0,6.3
27,7,2017,14576,1,1,0,17.0,1198,73.75,5.0,6.69
9,9,2017,17000,1,0,0,16.0,1497,117.3,7.0,9.5
10,9,2009,28000,1,1,0,17.0,1197,80,5.0,2.65
10,0,2012,58200,0,1,0,14.66,2199,194.3,7.0,7.5
17,7,2018,12278,1,0,0,23.1,998,67.04,5.0,5.63
10,3,2018,17665,1,1,0,15.8,1591,121.3,5.0,11.78
25,5,2004,200000,0,1,2,17.88,1396,52.8,5.0,0.85
27,9,2011,55893,1,1,0,15.04,1598,103.6,5.0,3.35
17,7,2015,60586,1,1,0,23.1,998,67.04,5.0,4.11
18,0,2015,13500,0,0,0,17.9,2143,136,5.0,25.51
17,6,2017,30000,1,1,0,22.74,796,47.3,5.0,3.1
8,4,2018,12000,0,0,0,10.91,3198,197,7.0,33.5
25,8,2017,65000,1,1,0,17.57,1193,88.7,5.0,4.8
27,8,2014,38000,1,1,0,16.09,1598,103.5,5.0,3.49
17,9,2012,25000,1,1,2,17.5,1373,91.1,7.0,5.15
18,9,2011,100000,0,0,0,14.0,2987,224,5.0,14.41
27,9,2014,13710,1,1,0,16.2,1199,74,5.0,4.75
26,6,2015,100000,0,0,0,12.55,2982,168.5,7.0,19.0
17,5,2017,17000,1,1,0,23.1,998,67.04,5.0,4.9
2,2,2008,89000,0,0,2,16.07,1995,181,4.0,6.3
9,6,2006,100173,1,1,2,16.9,1497,100,5.0,2.4
20,10,2009,97000,1,1,0,13.17,1999,114,5.0,3.0
23,4,2016,40190,1,1,0,18.06,1198,74.93,5.0,4.25
27,5,2016,29647,0,1,0,20.14,1498,88,5.0,6.3
17,7,2018,43639,1,1,0,21.1,998,100,5.0,8.15
10,7,2012,37333,1,1,0,20.36,1197,78.9,5.0,3.22
10,7,2018,48407,1,1,0,18.6,1197,81.83,5.0,7.65
2,4,2011,25000,1,0,0,10.37,2979,306,2.0,30.0
10,10,2010,72400,1,1,2,20.36,1197,78.9,5.0,2.3
19,4,2012,18000,1,0,0,13.6,1598,181,4.0,22.0
9,10,2012,65167,1,1,0,19.4,1198,86.8,5.0,3.28
17,7,2016,25418,1,1,0,20.73,1373,91.2,5.0,7.09
17,3,2013,38995,0,1,0,19.3,1248,73.9,5.0,6.46
27,2,2012,60000,0,1,0,22.07,1199,73.9,5.0,4.0
2,4,2011,72000,0,0,0,17.05,1995,184,5.0,11.0
1,3,2016,31075,0,0,2,12.07,2967,241.4,7.0,49.79
8,8,2015,4311,0,1,0,25.83,1498,99,5.0,4.8
2,1,2017,21000,0,0,0,21.76,1995,190,5.0,35.0
18,1,2011,54000,0,0,0,14.0,2987,224,5.0,21.99
17,9,2007,50000,1,1,2,17.3,1061,64,5.0,1.1
17,4,2018,13000,1,1,0,21.4,1197,83.1,5.0,6.6
17,10,2013,74000,1,1,0,22.0,1197,81.80,5.0,4.5
4,10,2009,75000,1,1,2,14.7,1150,76,5.0,1.0
27,2,2017,25000,0,1,0,20.14,1498,88,5.0,6.9
15,5,2012,139000,0,0,0,0.0,2179,115,5.0,16.75
1,9,2015,52000,0,0,0,14.16,1968,174.3,5.0,25.49
1,2,2015,20000,0,0,0,18.53,1968,187.74,5.0,35.5
10,7,2018,32663,0,1,0,24.0,1186,73.97,5.0,6.28
16,4,2012,76777,0,1,2,12.05,2179,120,8.0,4.88
25,5,2016,100303,0,1,0,22.95,1248,74,5.0,3.7
10,7,2015,43993,1,1,0,21.1,814,55.2,5.0,3.45
16,7,2016,72118,0,1,0,15.4,2179,120,8.0,10.23
9,1,2010,83000,1,0,2,11.1,2354,142,5.0,6.5
27,9,2016,7523,1,1,0,16.2,1199,74,5.0,6.15
17,9,2014,34670,1,1,0,15.1,1196,73,7.0,2.9
10,0,2016,30000,0,1,0,24.0,1120,70,5.0,5.5
8,2,2017,17000,0,0,0,10.91,3198,197,7.0,31.0
10,4,2015,59261,0,1,0,24.0,1186,73.97,5.0,4.25
17,7,2016,65210,0,1,0,22.9,1248,74,5.0,5.48
10,1,2016,19000,1,1,0,18.6,1197,81.83,5.0,7.25
17,5,2012,50000,1,1,0,17.5,1298,85.8,5.0,3.0
2,5,2015,47000,0,0,0,22.69,1995,190,5.0,29.5
9,9,2007,75000,1,1,2,17.7,1497,78,5.0,1.49
10,10,2013,54534,1,0,0,16.95,1197,78.9,5.0,3.65
8,0,2018,13000,0,1,0,23.0,1498,98.96,5.0,10.9
17,1,2015,48808,1,1,0,23.1,998,67.04,5.0,4.3
17,10,2012,63001,0,1,2,20.77,1248,88.76,7.0,6.11
26,5,2015,64771,0,1,0,12.8,2494,102,8.0,15.5
9,9,2016,34634,1,1,0,17.8,1497,117.3,5.0,6.9
17,1,2012,69242,1,1,0,19.1,1197,85.8,5.0,4.69
17,7,2011,33292,1,1,0,18.5,1197,85.80,5.0,3.19
10,10,2012,55000,1,0,2,15.0,1396,98.6,5.0,3.75
10,10,2019,1000,1,1,0,17.19,1197,81.86,5.0,8.6
9,2,2011,80000,1,1,2,17.0,1497,118,5.0,3.85
22,3,2016,65003,0,0,0,13.6,4134,382,5.0,67.83
9,3,2019,16573,1,1,0,17.8,1198,86.7,5.0,9.31
9,10,2008,152633,1,0,0,12.9,1799,130,5.0,3.0
10,1,2015,53000,1,1,0,18.6,1197,81.83,5.0,5.5
10,5,2017,50129,0,1,0,19.67,1582,126.2,5.0,13.3
1,5,2013,63716,0,0,0,15.73,1968,174.33,5.0,23.0
17,9,2018,11000,1,1,0,24.7,796,47.3,5.0,3.35
2,2,2012,115000,0,0,3,15.06,1995,177,5.0,10.0
10,4,2013,63265,1,1,0,20.36,1197,78.9,5.0,2.95
27,10,2016,20000,0,1,0,21.66,1498,108.62,5.0,6.75
27,10,2010,79000,1,1,3,16.47,1198,73.9,5.0,2.44
